"filename", "language", "JavaScript", "JSON", "TypeScript", "PostCSS", "Markdown", "HTML", "JSON with Comments", "Svelte", "XML", "comment", "blank", "total"
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\Misc\survey_circle_logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 18, 1, 0, 19
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\avatar\female.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 21, 1, 1, 23
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\avatar\image.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 12
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\avatar\male.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 20, 1, 1, 22
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\avatar\other.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\copy.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\eval\monitor-svgrepo-com.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\evaluate.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\github.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\logos\cloudflare.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 3, 17
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\logos\gunicorn.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 4, 22
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\logos\gwdg_logo.min.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\logos\nginx.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\logos\openai.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\logos\python.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 15
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\logos\svelte.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\logos\vercel.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 1, 9
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\mic.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\platforms\discord-icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 1, 9
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\platforms\email-1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\platforms\instagram-1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 27
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\platforms\none.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 5, 12
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\platforms\reddit.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 3, 17
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\platforms\web.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\platforms\whatsapp.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 13
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\robo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\svelte-logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\warning-svgrepo-com (1).svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\images\warning-svgrepo-com.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 50, 1, 49, 100
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\locales\de.json", "JSON", 0, 861, 0, 0, 0, 0, 0, 0, 0, 0, 3, 864
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\locales\en.json", "JSON", 0, 856, 0, 0, 0, 0, 0, 0, 0, 0, 3, 859
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\server\Logic.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 1, 18
"c:\Coding\Bachelorarbeit\HISTAR\src\lib\server\supabaseServer.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 4, 6, 28
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\+error.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 26, 0, 1, 5, 32
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\+layout.server.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\+layout.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 26, 178
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\+page.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\+page.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 152, 0, 1, 16, 169
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\Results\+page.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\Results\+page.server.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\Results\+page.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 185, 0, 1, 24, 210
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\about\+page.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 5
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\about\+page.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 16, 162
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\evaluation\+layout.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 7, 48
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\evaluation\+page.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\evaluation\+page.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 5, 38
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\histarBackend\Misc.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 6
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\histarBackend\chat\+server.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 1, 8, 43
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\histarBackend\get_session_order\+server.ts", "TypeScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 1, 8, 48
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\histarBackend\session\+server.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 1, 27
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\histarBackend\stt\+server.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 1, 8, 41
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\histarBackend\submit_session\+server.ts", "TypeScript", 0, 0, 86, 0, 0, 0, 0, 0, 0, 10, 15, 111
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\histarBackend\tts\+server.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 1, 9, 44
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\report\+page.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\report\+page.server.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 4, 41
"c:\Coding\Bachelorarbeit\HISTAR\src\routes\report\+page.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 337, 0, 0, 22, 359
"c:\Coding\Bachelorarbeit\HISTAR\static\flags\french.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2
"c:\Coding\Bachelorarbeit\HISTAR\static\flags\german.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2
"c:\Coding\Bachelorarbeit\HISTAR\static\flags\usa.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 23, 1, 1, 25
"c:\Coding\Bachelorarbeit\HISTAR\static\flags\usa1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2
"c:\Coding\Bachelorarbeit\HISTAR\static\image.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 12
"c:\Coding\Bachelorarbeit\HISTAR\static\licenses\npm-licenses.json", "JSON", 0, 1640, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1641
"c:\Coding\Bachelorarbeit\HISTAR\static\licenses\pip-licenses.json", "JSON", 0, 970, 0, 0, 0, 0, 0, 0, 0, 0, 1, 971
"c:\Coding\Bachelorarbeit\HISTAR\svelte.config.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 14
"c:\Coding\Bachelorarbeit\HISTAR\types.d.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Coding\Bachelorarbeit\HISTAR\vite.config.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"Total", "-", 81, 22472, 5248, 88, 39, 12, 9, 12003, 364, 541, 2288, 43145
